o0001	Qizilga
o2066	1 va 2
o2067	3 va 4
o2068	2 va 3
o2069	1 va 4
o2070	Yo'lning kichik radiusli burilish, tik nishablik va boshqa xavfli joylarda yo'l to'siqlarining yon yuzalarini bildiradi
o2071	Harakatni davom ettirish haqida
o2072	O'ngga burilmoqchi ekanligi haqida
o2073	To'xtash haqida
o2074	Hech qaysida
o2075	Chorrahadan birinchi bo'lib o'tadi
o2076	Tramvayga yo'l berib qayrilib oladi
o2077	Haydovchi o'zidan oldinda harakatlanayotgan transport vositasi keskin tormoz berganida to'qnashib ketmaslik kafolatini beradigan darajadagi oraliq masofani saqlashi kerak
o2078	Qatnov qismida to'suvchi qurilma borligini bildiradi
o2079	Oldinda boshqariladigan to'suvchi qurilma borligini bildiradi
o2080	Chorraha oldida to'suvchi qurilma borligini bildiradi
o2081	Hech kimga taqiqlanmagan
o2082	Yo'lovchisiz va yuksiz
o2083	Yo'lovchisiz, biroq yuqori yukxonasidagi yuki bilan
o2084	Yo'lovchilari bilan yuksiz
o2085	Yo'lovchi va yuki bilan
o2086	Oq avtomobil, sariq bilan bir vaqtda
o2087	Faqat chap tomondagi rasmda
o2088	Faqat o'ng tomondagi rasmda
o2089	Ikkisida ham
o2090	Faqat o'tirgan holda tashishga ruxsat beriladi
o2091	Piyodalarning o'tish joylarida
o2092	Chorrahalarda
o2093	Qatnov qismining kengligini, transport vositalari orasidagi zarur yonlama oraliq masofani va ularning gabarit o'lchamlarini hisobga olgan holda o'zi aniqlaydi
o2094	Bunday yo'lni ikki tasmali qarama qarshi harakat tashkil qilingan yo'l deb qabul qilishi kerak.
o2095	Yo'lning transport vositalari harakati uchun mo'ljallangan qismi
o2096	Yo'lning avtomobillar harakati uchun mo'ljallangan qismi
o2097	Xavfli yuk tashayotgan transport vositasining harakatlanishi taqiqlangan
o2098	Katta o'lchamli yuklarni tashish taqiqlangan
o2099	Yuk avtomobillari bilan quvib o'tish taqiqlangan
o2100	O'rta tasmani
o2101	Istalgan tasmani
o2102	B va D
o2103	A va b
o2104	Kamida to'rt g'ildirakka ega bo'lgan va yo'lovchilarni tashish uchun foydalaniladigan mexanik transport vositalari
o2105	Yuk tashish uchun mo'ljallangan, eng katta vazni 3,5 t dan oshmaydigan avtotransport vositalari
o2106	Tirkamalar (yarim tirkamalar ham)
o2107	Qatnov qismi chetidan katta yoshdagilar kuzatuvida olib yurishga ruxsat etiladi
o2108	Yo'l yoqasidan faqat kunduzi va katta yoshdagilar kuzatuvida olib yurishga ruxsat etiladi
o2109	Faqat B
o2110	Faqat B,C,D
o2111	Piyodalar o'tish joyida, agar piyodalar bo'lmasa
o2112	Piyodalar o'tish joyiga 5 metr yetmasdan
o2113	Bevosita piyodalar o'tish joyi oldida
o2114	Velosiped
o2115	Avtomobil
o2116	Faqat qatnov qismini chetini bildiruvchi chiziqdan chetda
o2117	Qatnov qismidan chetda barcha joyda
o2118	5.15 yoki 6.11 yo'l belgilari bilan belgilangan maxsus to'xtab turish maydonchalarida
o2119	Xar ikki rasmda
o2120	Hech kim buzmayapti
o2121	Yurak sohasida og'riq sezilganda va nafas olish qiyinlashganda
o2122	Hushidan ketishda, nafas olish faoliyatidan qat'iy nazar
o2123	Hushidan ketishda, nafas olish olish faoliyati va qon aylanishi to'xtaganda
o2124	Tibbiyot qutichasi
o2125	O'zi yurib ketishidan saqlovchi, g'ildirak diametriga muvofiq (kamida ikkita) tirgak
o2126	Majburiy to'xtaganini bildiruvchi belgi (yoki miltillovchi qizil chiroq)
o2127	Yo'lning yonma-yon joylashgan qatnov qismlarini ajratuvchi, transport vositalari harakatlanishi yoki to'xtashi uchun mo'ljallanmagan, yo'l sathidan baland va (yoki) 1.1 yotiq chizig'i bilan belgilangan qismi
o2128	Transport vositasi harakatlanayotgan vaqtda haydovchini boshqarishdan chalg'itish va unga xalaqit berish
o2129	Harakatlanayotgan bortli yuk avtomobillarida tik turish, bortlarda yoki undan yuqoridagi yuk ustida o'tirish
o2130	Transport vositasi harakatlanayotgan vaqtda uning eshiklarini ochish
o2131	Barcha ko'rsatilgan javoblar to'g'ri
o2132	Haydovchilar svetofor ishoralariga amal qilishlari kerak
o2133	Haydovchilar imtiyoz belgilari talablariga amal qilishlari kerak
o2134	O'ng tomondan yaqinlashib kelayotgan transport vositalariga
o2135	Chap tomondan yaqinlashib kelayotgan transport vositalariga
o2136	Ko'k rangli yalt-yalt etuvchi chiroqcha-mayoqcha yoqilgan transport vositalariga
o2137	Temir yo'l kesishmalarida va ularga 100 metrdan kam masofa qolganda quvib o'tish taqiqlanadi
o2138	Quvib o'tish faqat temir yo'l kesishmalaridan keyin taqiqlanadi
o2139	Temir yo'l kesishmalarida, ularga 100 metrdan kam masofa qolganda va temir yo'l kesishmalaridan keyin 100 metr davomida quvib o'tish taqiqlanadi
o2140	Kamida ikkita
o2141	Kamida uchta
o2142	Kamida bitta
o2143	Avtomobilni ohista to'xtatish
o2144	Rulni burib sirpanchiqdan chiqib ketish
o2145	Harakat yo'nalishini va tezlikni o'zgartirmasdan ehtiyotkorlik bilan o'tib ketish
o2146	Yo'lning xavfli qismini bildiradi
o2147	Yo'l berishingiz kerak bo'lgan joy yaqinlashayotganligi haqida ogohlantiradi
o2148	To'xtashingiz zarur bo'lgan joyni bildiradi
o2149	Aslahalangan transport vositasining ishlab chiqargan korxona tomonidan belgilangan, yuk, haydovchi va yo'lovchilari bilan birgalikdagi eng yuqori vazni (o'lchovi)
o2150	Transport vositasining yuki, haydovchi va yo'lovchilari bilan birgalikdagi vazni
o2151	Aslahalangan transport vositasining ishlab chiqargan korxona tomonidan belgilangan, yuksiz, haydovchisiz va yo'lovchilarsiz eng yuqori vazni (o'lchovi)
o2152	Trotuardan yoki qatnov qismidan
o2153	Faqat trotuar bo'yicha
o2154	Qatnov qismi chetida bir qator bo'lib
o2155	Faqat A va C
o2156	Yo'lning ushbu qismida ruxsat berilgan eng yuqori tezlikni
o2157	Yo'l yoki marshrut raqamini
o2158	Yo'lning ushbu qismida tavsiya berilgan tezlikni
o2159	Faqat zarur bo'lgan hollarda yo'l-transport hodisasining oldini olish uchun
o2160	Faqat boshqa haydovchilarni quvib o'tish haqida ogohlantirish uchun
o2161	Barcha javoblarda ko'rsatilgan holatlarda
o2162	Qo'llarni tirsakdan bukib, ro'molga osgan holda tanaga bog'lash, oyoqlarni orasiga albatta yumshoq mato qo'yib bir-biriga bog'lash
o2163	Qo'llarni tana bo'ylab cho'zgan holda tanaga bog'lash, oyoqlarni orasiga yumshoq mato qo'yib bir-biriga bog'lash
o2164	Qo'llarni tirsakdan bukib, ro'molga osgan holda tanaga bog'lash, oyoqlarni bir-biriga yaxshilab jipslab tekkazib bog'lash
o2165	Belgilangan yo'nalishi va bekatlari bo'lgan, yo'lovchi tashish uchun mo'ljallangan umum foydalanishdagi transport vositalari (trolleybus, tramvay, avtobus, yo'nalishli taksi)
o2166	Avtobuslar
o2167	Yo'lovchilarni tashuvchi istalgan transport vositalari
o2168	Toshli yo'lga nisbatan asfalt qoplamali yo'l
o2169	Ikki tasmali yo'lga nisbatan uch yoki undan ko'p tasmali yo'l
o2170	Tuproqli yo'lga nisbatan qattiq qoplamali (asfalt va sement-betonli, tosh va shunga o'xshashlar yotqizilgan) yo'l
o2171	Yashil avtomobil tramvay bilan bir vaqtda
o2172	Faqat harakatlanish serqatnov bo'lganda
o2173	Faqat harakatlanish tasmalari uzluksiz sidirg'a chiziqlar bilan ajratilgan bo'lsa
o2174	Faqat yetarli ko'rinmaslikda
o2175	Faqat kunning qorong'i vaqtida
o2176	Kamayadi, chunki tirkama harakatlanishga qo'shimcha qarshilik ko'rsatadi
o2177	Ortadi
o2178	0.5 metr
o2179	1.0 metr
o2180	1.2 metr
o2181	1.5 metr
o2182	Transport vositasidagi barcha shaxslar
o2183	Transport vositasidagi(haydovchidan tashqari) shaxs,shuningdek transport vositasiga kirayotgan (unga chiqib o'tirayotgan) yoki transport vositasidan chiqayotgan (undan tushayotgan) shaxs
o2184	Har ikkala ta'rif to'g'ri
o2185	Quvib o'tish, chapga burilish va qayrilib olishda
o2186	Quvib o'tish va aylanib o'tishda
o2187	Chapga burilish va qayrilib olishda
o2188	0.3 - 0.5 metr
o2189	0.6 - 0.7 metr
o2190	0.8 - 0.9 metr
o2191	Piyodalar gavjum bo'lgan joylarda
o2192	Savdo, madaniy-maishiy xizmat ko'rsatish binolari oldida
o2193	Maktab va maktabgacha ta'lim muassasalari oldida
o2194	Birinchi o'tish huquqiga egaman
o2195	Ro'paradan kelayotgan avtomobilga yo'l beraman
o2196	40 metr
o2197	45 metr
o2198	30 metr
o2199	50 metr
o2200	0.7 metrdan kam bo'lmasligi kerak
o2201	1 metrdan kam bo'lmasligi kerak
o2202	1.3 metrdan kam bo'lmasligi kerak
o2203	1.5 metrdan kam bo'lmasligi kerak
o2204	Transport vositasining bir yo'nalishda transport vositasi tezligidan ortiq tezlikda harakatlanishi
o2205	Qarama - qarshi yo'nalishda harakatlanish uchun mo'ljallangan tasmaga chiqib,so'ngra ilgari egallagan qatoriga qaytib o'tish bilan bog'liq bo'lgan harakat
o2206	Kam tezlik bilan qo'shni qatorda harakatlanayotgan bir yoki bir nechta transport vositasidan o'zib ketish
o2207	Yo'lning qatnov qismida harakatsiz holda bo'lgan jism
o2208	Tirbandlik tufayli qatnov qismida to'xtab turgan transport vositasi
o2209	Yo'l harakati xavfsizligiga xavf soluvchi har qanday omil
o2210	Dastlabki harakat yo'nalishini saqlagan holda o'z harakatlanish tasmasidan boshqa harakatlanish qatoriga o'tish
o2211	Qatnov qismining maxsus ajratilgan,5.35 - 5.37 yo'l belgilari, 1.9 yo'l chizig'i bilan belgilangan va ustida reversiv svetofor o'rnatilgan tasmasida harakatlanish yo'nalishini qarama-qarshi tomonga o'zgartirish
o2212	Xavf tug'ilganda yo'ldagi boshqa harakat qatnashchilarining harakatlanishiga to'sqinlik qilmaslik uchun haydovchilar tomonidan bajariladigan harakat(manyovr)
o2213	Yo'l harakati qatnashchilarining yo'nalishini o'zgartirishga majbur qiladigan har qanday to'siq
o2214	Yo'l harakati jarayonidan o'sha yo'nalishda va o'sha tezlikda harakatlanishni davom ettirish yo'l transport hodisasi sodir bo'lishiga tahdid soladigan omil
o2215	2 metr
o2216	1 metr
o2217	3 metr
o2218	5 metr
o2219	10 metr
o2220	25 metr
o2221	15 metr
o2222	20 metr
o2223	Doimiy belgi hisoblanadi
o2224	Vaqtinchalik belgi hisoblanadi
o2225	Mavsumiy belgi hisoblanadi
o2226	Ko'rsatilgan yo'nalishlarida harakatlanishni taqiqlanadi
o2227	Chorrahalarda tasmalar bo'yicha ruxsat etilgan harakat yo'nalishlarni ko'rsatadi
o2228	Harakat barcha yo'nalishlarda ruxsat etilgan yo'llarning kesishmasiga yaqinlashganlikni
o2229	0,70 metrdan kam bo'lmasligi kerak
o2230	1,0 metrdan kam bo'lmasligi kerak
o2231	1,3 metrdan kam bo'lmasligi kerak
o2232	1,5 metrdan kam bo'lmasligi kerak
o2233	Bir izli temir yo'l kesishmasi
o2234	Temir yo'l kesishmasiga yaqinlashuv
o2235	Shlagbaumli temir yo'l kesishmasi
o2236	"1"va"4"
o2237	"2"va"3"
o2238	"З"va"4"
o2239	Tepalikning oxirida va yo'lning ko'rinishi cheklangan joylarda
o2240	Tartibga solinmagan chorrahalarda asosiy xisoblanmaydigan yo'llarda harakatlanishda
o2241	1. Avtomobilning orqa o'rindiqdagi 12 yoshgacha bo'lgan bolalarga
o2242	2. Homilador ayollarga
o2243	3. Orqaga harakatni amalga oshiryotgan haydovchilarga
o2244	1 va 2 javoblar to'g'ri
o2245	0.3 m
o2246	0.4 m
o2247	0.5 m
o2248	"A" "B" "C"
o2249	"A" "B" "D"
o2250	"D"
o2251	Chorrahadan birinchi o'tish
o2252	"Т" simon svetoforning ruxsat beradigan ishorasini kutish va tramvayga yo'l berib chiqish
o2253	Tramvayga yo'l berish
o2254	Istagan tomonidan ruxsat beriladi
o2255	Bozorlar oldidan
o2256	Maktab va bolalarning dam olish maskanlari oldidan
o2257	Vokzal oldidan
o2258	Bunday vaziyatda haydovchilar o'zaro kelishadilar
o2259	Ruxsat etilgan to'la vazni 3 tonna bo'lgan yuk avtomobili va moped haydovchisi
o2260	Faqat moped haydovchisi
o2261	Hech kim qoida buzmayabdi
o2262	Yo'l berish
o2263	Birinchi o'tish
o2264	O'zaro kelishuvga binoan harakatlanish
o2265	Faqat chapga va qayrilib olishga
o2266	Faqat qayrilib olishga
o2267	"A"
o2268	Ruxsat beriladi agar tirkamaning vazni 750kg dan oshmasa
o2269	Barcha yo'nalishlarda harakatlanish taqiqlanadi
o2270	Piyodalarning yo'l yoqasidan yurishi mumkin bo'lgan hudud
o2271	Piyodalarning qatnov qismidan yurishi mumkin bo'lgan hudud
o2272	Piyodalarning trotuardan yurishi mumkin bo'lgan hudud
o2273	2 va 4
o2274	1 va 3
o2275	Uchinchi va to'rtinchi rasmlarda
o2276	Ikkinchi va uchinchi rasmlarda
o2277	Ikkinchi rasmda
o2278	Uchinchi rasmda
o2279	Ikkinchi, uchinchi va to'rtinchi rasmlarda
o2280	7,2 m
o2281	12,2 m
o2282	19,5 m
o2283	14,5 m
o2284	Har ikkila rasmda
o2285	Oldinda tirbandlik haqida borligidan
o2286	Navbat bilan o'tishni
o2287	To'xtab turish joyiga borishni
o2288	O'zini asosiy yo'lda deb hisoblashi kerak
o2289	O'zini ikkinchi darajali yo'lda deb hisoblashi kerak
o2290	Barchasi to'g'ri
o2291	Ikkisi ham buzmadi
o2292	Ikkisi ham buzdi
o2293	1,2,4,5
o2294	4,5
o2295	Oq avtomobil haydovchisi
o2296	Qizil avtomobil haydovchisi
o2297	Mikroavtobus haydovchisi
o2298	Depodan chiqishda
o2299	Depoga kirishda
o2300	Har ikkisida imtiyozga ega
o2301	Har ikkisida imtiyozga ega emas
o2302	Vaqtinchalik ta'mirlash ishlari olib borilayotgan yo'l qismlariga
o2303	Portlovchi va tez alangalanuvchi yukni tashiyotgan transport vositalariga
o2304	Haydovchilik staji 2 yildan kam bo'lgan haydovchilar boshqarayotgan mexanik transport vositalariga
o2305	65
o2306	56
o2307	77
o2308	Doimiy yo'l belgisiga
o2309	Vaqtinchalik yo'l belgisiga
o2310	16 yoshga to'lgan bo'lishi
o2311	Motoshlem kiyishlari va uni qadab olishlari
o2312	Kunduzgi vaqtda ham yaqinni yorituvchi chiroqlarni yoqib yurishi
o2313	Barcha sanab o'tilgan javoblar
o2314	Har ikkisida mumkin
o2315	Ko'k yoki qizil yoxud ko'k va qizil rangli yalt-yalt etuvchi mayoqchalar yoqilgan bo'lishi shart
o2316	Maxsus tovushli ishora yoqilgan
o2317	Xar ikkalasi yoqilgan bo'lishi shart
o2318	Sun'iy notekislik
o2319	Majburiy sekinlanish
o2320	Baland piyodalar o'tish joyi
o2321	To'xtash
o2322	Yо'l berish
o2323	Tо'xtab turish
o2324	Xavfli yo'l qismi oldiga o'rnatiladi
o2325	Sariq avtomobil haydovchisi
o2326	Har ikkisi buzmadi
o2327	"C"
o2328	Imtiyoz belgilarni
o2329	Ogohlantiruvchi belgilarni
o2330	Taqiqlovchi belgilarni
o2331	Axborot-ko'rsatkich belgilarni
o2332	Chapga va qayrilib olishga
o2333	Faqat to'g'riga va qayrilib olishga
o2334	1,2
o2335	1,3
o2336	To'xtab turish joyi
o2337	Pullik to'xtab turish joyi
o2338	Yer usti avtomobil qo'yish joyi
o2339	Yer osti avtomobil qo'yish joyi
o2340	Faqat birinchi va ikkinchi rasmlarda
o2341	Faqat birinchi va uchinchi rasmlarda
o2342	Faqat birinchi, ikkinchi va to'rtinchi rasmlarda
o2343	Faqat birinchi rasmda
o2344	Barcha rasmlarda
o2345	Faqat yuqori chapdagi rasmda
o2346	Faqat yuqori o'ngdagi rasmda
o2347	Yuqoridagi ikkala rasmda
o2348	M1
o2349	M2
o2350	N1
o2351	O1
o2352	Oksidlovchi moddalar
o2353	Organik peroksidlar
o2354	Tez alangalanadigan gazlar va suyukliklar
o2355	Faqat birinchisi
o2356	Faqat ikkinchisi
o2357	Faqat uchinchisi
o2358	Faqat to'rtinchisi
o2359	To'xtagan transport vositasi bilan sidirg'a chiziq orasidagi masofa 3 metrdan ko'p bo'lsa ruxsat beriladi
o2360	50 bob 300 band
o2361	37 bob 286 band
o2362	29 bob 186 band
o2363	1. Biometrik passport
o2364	2. ID karta
o2365	3. Egalik huquqi
o2366	Faqat belgilangan yo'nalishli transport vositasining harakatlanish vaqti tugaganida ruxsat etiladi
o2367	Tirkama-uychada
o2368	Yuk tashiladigan tirkamalarda
o2369	Traktorlarda
o2370	Bolalarni yuk avtomobilining kuzovida
o2371	Barcha hollarda tashish taqiqlanadi
o2372	Faqat chorrahalarda
o2373	Faqat yo'lning tor qismiarida
o2374	Har ikkala javob ham to'g'ri
o2375	Faqat o'ng tomondan aylanib o'tishlari kerak
o2376	Faqat chap tomondan aylanib o'tishlari kerak
o2377	Har ikkala tomondan aylanib o'tishlari kerak
o2378	Avtomagistralda
o2379	Aholi punktlarida
o2380	Turar joy dahalarida
o2381	Yopiq maydonchalarda yoki avtodromlarda
o2382	Birinchi o'taman
o2383	Avtobusga yo'l beraman
o2384	Mikroavtobusga
o2385	Traktorga
o2386	Ikkala transportga
o2387	Oldindagi transport vositasi tezligi 40 km/s dan kam bo'lsa
o2388	1, 3 va 4 yo'nalishlarda
o2389	1, 2 va 3 yo'nalishlarda
o2390	1 va 4 yo'nalishlarda
o2391	Velosipedchilar
o2392	O'zaro kelishib o'tishadi
o2393	Piyodalarning harakati taqiqlangan
o2394	Individual harakatlanish vositalarini boshqarish taqiqlangan
o2395	Bolalar uchishi taqiqlangan
o2396	Ko'rsatilgan barcha javoblar to'g'ri
o2397	Faqat oq avtomobil haydovchisi
o2398	Faqat sariq avtomobil haydovchisi
o2399	Hech qaysi buzmad
o2400	Faqat to'g'riga va chapga
o2401	Har ikkisiga ruxsat etilgan
o2402	Oq avtomobil haydovchisiga
o2403	Qizil avtomobil haydovchisiga
o2404	Faqat 1 va 2
o2405	Faqat 2 va 3
o2406	1 va 2 belgilar
o2407	2 va 3 belgilar
o2408	1-rasmda
o2409	2-rasmda
o2410	Har ikkisiga
o2411	Har ikki avtomobilga taqiqlanadi
o2412	Faqat A va B
o2413	Velosiped, qizil avtomobil, oq avtomobil
o2414	Qizil avtomobil, oq avtomobil, velosiped
o2415	Velosiped, oq avtomobil, qizil avtomobil
o2416	Har ikkisi ham buzdi
o2417	Har ikkisi ham buzmagan
o2418	Har ikkalasi buzmadi
o2419	Yashil buzdi
o2420	Har ikkalasi buzdi
o2421	Oq buzdi
o2422	Faqat chap tomondan
o2423	Faqat o'ng tomondan
o2424	Har ikki tomondan
o2425	Transport vositasi harakatini 10 daqiqagacha bo'lgan muddatga to'xtatish (harakatsiz holatga keltirish)
o2426	Transport vositasiga yo'lovchilarni chiqarish yoki tushirish, yuk ortish yoki tushirish bilan bog'liq bo'lmagan hollarda harakatini 10 daqiqadan ko'proq vaqtga atayin to'xtatish
o2427	17 yoshga
o2428	16 yoshga
o2429	14 yoshga
o2430	18 yoshga
o2431	15 yoshga
o2432	Bitta tasma
o2433	Ikkita tasma
o2434	Uchta tasma
o2435	Hamma yo'nalishlarga
o2436	O'ngga va chapga
o2437	A yo'nalishga
o2438	B yo'nalishda
o2439	Har ikki yo'nalishda
o2440	Hamma rasmda
o2441	Yaqin orada yashil ishorasi yonishi haqida axborot beradi
o2442	Svetoforning qo'shimcha tarmog'i borligi haqida axborot beradi
o2443	Svetofor ishlamayotganligi to'g'risida axborot beradi
o2444	Yuk mashinasiga
o2445	Har ikki yo'nalish bo'yicha qoidani buzmoqda
o2446	Har ikki yo'nalish bo'yicha qoidani buzmayapti
o2447	Faqat A trayektoriya bo'yicha
o2448	Ko'rsatilgan trayektoriyalardan istalgan biri bo'yicha
o2449	Faqat B trayektoriya bo'yicha
o2450	Qizil va yashil avtomobil
o2451	Barcha avtomobillar to'xtab turish qoidasini buzdi
o2452	Agar avtobus belgilangan yo'nalishli bo'lsa ruxsat etiladi
o2453	Barcha yo'nalishlarda harakatlanishga ruxsat etiladi
o2454	Chapga va orqaga qaytish (qayrilib olish)
o2455	Chapga
o2456	Faqat 7 yoshgacha bo'lgan bolalarni maxsus o'rindiqda tashish mumkin
o2457	Faqat kattalar uchun ruxsat etiladi
o2458	Har qanday yo'lovchini tashish mumkin
o2459	Hech qachon ruxsat etilmaydi
o2460	Ikkala yo'nalishga ham harakatlanish taqiqlanadi
o2461	Ikkala yo'nalishga ham harakatlanishga ruxsat etiladi
o2462	Birinchi rasmda
o2463	Qizilga chapga, ko'kka taqiqlaydi
o2464	Ko'kka to'g'riga, qizilga chapga
o2465	Har ikkisiga ham ko'rsatilgan yo'nalishlarda ruxsat beriladi
o2466	Qizilga ruxsat beriladi, ko'kka o'nga taqiqlangan
o2467	1-yo'nalishda
o2468	2-yo'nalishda
o2469	Har ikkisiga ham ruxsat beriladi
o2470	Birinchi, ikkinchi va uchinchi yo'nalishlarda
o2471	Birinchi, uchinchi va to'rtinchi yo'nalishlarda
o2472	Faqat birinchi
o2473	12
o2474	14
o2475	16
o2476	Aylanib o'tishda
o2477	Chapga burilish yoki qayrib olish uchun qayta tizilishda
o2478	Yo'l-transport hodisalarining kelib chiqish sabablarining oldini olishga, ularning og'ir oqibatlarini kamaytirishga qaratilgan faoliyat
o2479	Yo'l harakatining boshqa qatnashchilarini harakat yo'nalishi yoki tezligini keskin o'zgartirishga, shuningdek, o'z xavfsizligini yoxud boshqa fuqarolar xavfsizligini ta'minlash uchun o'zga choralarni ko'rishga majbur qilish
o2480	Birinchi yo'nalishda
o2481	Ikkinchi yo'nalishda
o2482	Ikkala yo'nalishlarda ham qayrilib olish taqiqlangan
o2483	Keskin tormoz bermasdan to'xtashga ulgura olmaydigan haydovchilarga harakatlanishni davom ettirishga ruxsat etiladi
o2484	Haydovchi o'zidan oldinda harakatlanayotgan transport vositasi keskin tormoz berganda, to'qnashib ketmaslik kafolatini beradigan darajadagi oraliq masofani
o2485	Ularni quvib o'tayotgan transport vositalari oldin egallagan qatoriga bemalol qayta tizilishi uchun imkon beradigan masofani saqlashlari kerak
o2486	184
o2487	186
o2488	216
o2489	220
o2490	2 ta
o2491	3 ta
o2492	4 ta
o2493	14 yosh
o2494	16 yosh
o2495	18 yosh
o2496	Ikkala avtomobil haydovchilari
o2497	Har ikkala avtomobil haydovchilari qoidani buzmoqda
o2498	Yo'qoladi
o2499	Yo'qolmaydi
o2500	To'g'ri to'xtadi
o2501	Noto'g'ri to'xtadi
o2502	Faqat 1-yo'nalish
o2503	Faqat 2-yo'nalish
o2504	Har ikki yo'nalishlarga taqiqlanadi
o2505	Otda yurish yo'li
o2506	Otda harakatlanish
o2507	Otda yurish taqiqlanadi
o2508	"Bolalar uyi" yoki oromgohlari oldidan o'tgan yo'l qismlarida o'rnatiladi
o2509	Maktab yoki maktabgacha ta'lim muassasalari oldida
o2510	Ko'zi ojiz piyodalar harakatlanish ehtimoli ko'p bo'lgan yo'l qismlarida o'rnatiladi
o2511	Tik balandlik
o2512	Tik nishablik
o2513	Boshqa harakat qatnashchilariga xalaqit bermasa ruxsat etiladi
o2514	A, B, C
o2515	Oq va sariq avtomobil
o2516	Qizil va oq avtomobil
o2517	Sariq va yashil avtomobil
o2518	Oq avtomobil
o2519	Barcha avtomobillar
o2520	Mototsikl
o2521	Barchasi to'g'ri burilmoqda
o2522	Faqat o'ngga ruxsat etiladi
o2523	Faqat chapga ruxsat etiladi
o2524	Har ikkisiga ruxsat etiladi
o2525	Faralarning uzoqni yorituvchi chiroqlaridan
o2526	Tovushli ishoralardan
o2527	Toksik moddalar
o2528	Puflangan havoning bir litrida 0,105 milligramm va undan yuqori bo'lgan hollarda
o2529	Puflangan havoning bir litrida 0,135 milligramm va undan yuqori bo'lgan hollarda
o2530	Puflangan havoning bir litrida 0,255 milligramm va undan yuqori bo'lgan hollarda
o2531	Har ikkala yo'nalish bo'yicha
o2532	Birinchi yo'nalish bo'yicha
o2533	Ikkinchi yo'nalish bo'yicha
o2534	Har ikkala yo'nalish bo'yicha noto'g'ri
o2535	Chapdagi belgida
o2536	O'ngdagi belgida
o2537	Har ikkisida
o2538	Taqiqlovchi, Imtiyoz, Buyuruvchi, Axborot-ko'rsatkich, Ogohlantiruvchi, Servis, Qo'shimcha axborot
o2539	Ogohlantiruvchi, Imtiyoz, Taqiqlovchi, Buyuruvchi, Axborot-ko'rsatkich, Servis, Qo'shimcha axborot
o2540	Ogohlantiruvchi, Imtiyoz, Buyuruvchi, Taqiqlovchi, Axborot-ko'rsatkich, Servis, Qo'shimcha axborot
o2541	Yuqoridagi barcha javoblar to'g'ri
o2542	1-tramvay sariq avtomobil bilan bir vaqtda, 2-tramvay qora avtomobil bilan bir vaqtda
o2543	1-tramvay sariq avtomobil bilan bir vaqtda, qora avtomobil, 2-tramvay
o2544	1-tramvay, 2-tramvay, sariq avtomobil, qora avtomobil
o2545	To'g'riga va qayrilishga
o2546	Qizil ishora
o2547	Sariq ishora
o2548	Yashil ishora
o2549	Ko'rsatilgan barchasi
o2550	Manyovr qilish
o2551	Tasmani o'zgartirish
o2552	Xavfli harakatlanish
o2553	Avariya holatini yuzaga keltirish
o2554	Faqat pastdagi rasmda
o2555	Faqat o'ngdagi rasmda
o2556	Faqat chapdagi va o'ngdagi rasmlarda
o2557	Faqat chapdagi rasmda
o2558	Orqa o'rta o'rindiq
o2559	Oldi o'rindiq
o2560	Haydovchi orqasidagi o'rindiq
o2561	O'zaro kelishib o'tadilar
o2562	1 ta
o2563	Faqat "A"
o2564	Faqat "B"
o2565	Har ikki yo'nalishda mumkin
o2566	Har ikki yo'nalishda taqiqlanadi
o2567	Shanba, yakshanba va bayram kunlari
o2568	Hafta kunlari
o2569	Ish kunlari
o2570	Yo'l transport hodisasining oldini olish va harakat xavfsizligini ta'minlash
o2571	Maxsus tadbirlar o'tkazish
o2572	Ta'qib qilish
o2573	Kuzatish
o2574	Ko'rsatilgan barcha javoblar
o2575	Faqat 1
o2576	Faqat 2
o2577	Faqat 1, 3, 4 yo'nalishlarda
o2578	Barcha holatda ruxsat etiladi
o2579	Birinchi va ikkinchi
o2580	Ikkinchi va uchinchi
o2581	12 yoshgacha
o2582	10 yoshgacha
o2583	7 yoshgacha
o2584	14 yoshgacha
o2585	Kelishib o'tish lozim
o2586	Yashil va oq avtomobillarga
o2587	Qizil avtomobil va YPX avtomobiliga
o2588	Faqat YPX avtomobiliga
o2589	Hech biriga ruxsat etilmaydi
o2590	Ovozli ishora berib, tezlikni oshiring
o2591	Zarur bo'lganda darhol to'xtash imkoniyatini beradigan darajada tezlikni kamaytiring
o2592	Chapga burilib, to'siqni aylanib o'ting
o2593	To'xtovsiz harakatni davom ettiring
o2594	Toza
o2595	O'rta
o2596	Zararli
o2597	O'ng va chap tomonidan
o2598	O'ng tomonidan
o2599	Chap tomonidan
o2600	Yuk avtomobillari
o2601	Mototransport vositalari
o2602	Yo'lovchi tashuvchi transport vositalari
o2603	Yo'l transport hodisasini oldini olish va harakat hafsizligini taminlash
o2604	Maxsuz tadbirlar o'tqazish
o2605	Taqib qilish
o2606	Bitta
o2607	Sakkizta
o2608	Tovushli ishora
o2609	Tashqi yoritish ishoralari
o2610	Svetaforning ruhsat etuvchi ishorasini kutish kerak
o2611	Ikkinchi belgi
o2612	Har ikkala belgi
o2613	Birinchi belgi
o2614	Beradi
o2615	20km/soat
o2616	30km/soat
o2617	50km/soat
o2618	60km/soat
o2619	Haydovchiga xavf ma'lum bo'lgan vaqtdan boshlab avtomobilning to'liq to'xtagungacha bosib o'tgan masofasi
